restaurant_id,restaurant_name,city,cuisine,avg_prep_time_minutes,rating,price_category
REST0358,Amritsar Express Chennai,Chennai,North Indian,23,4.2,Mid-range
REST0359,Daily Grind Cafe Delhi,Delhi,Cafe,8,4.1,Budget
REST0360,Crunchy Bites Pune,Pune,Fast Food,15,4.4,Premium
REST0361,Dragon Wok Hyderabad,Hyderabad,Chinese,20,3.8,Mid-range
REST0362,Udupi Bhavan Mumbai,Mumbai,South Indian,12,3.7,Mid-range
REST0363,Punjabi Tadka Kolkata,Kolkata,North Indian,19,4.0,Mid-range
REST0364,Spice Biryani Co. Delhi,Delhi,Biryani,21,4.7,Budget
REST0365,Delhi Darbar Mumbai,Mumbai,North Indian,20,4.6,Budget
REST0366,Little Italy Hyderabad,Hyderabad,Italian,20,4.5,Mid-range
REST0367,Royal Tandoor Kolkata,Kolkata,North Indian,16,4.0,Mid-range
REST0368,Oriental Bowl Bangalore,Bangalore,Chinese,16,4.2,Mid-range
REST0369,Royal Tandoor Mumbai,Mumbai,North Indian,19,4.6,Mid-range
REST0370,Nutri Bites Delhi,Delhi,Healthy,19,4.5,Budget
REST0371,Crunchy Bites Delhi,Delhi,Fast Food,15,4.6,Budget
REST0372,Spice of Punjab Hyderabad,Hyderabad,North Indian,20,4.5,Mid-range
REST0373,Shanghai Bites Mumbai,Mumbai,Chinese,21,4.2,Mid-range
REST0374,Urban Brew Bangalore,Bangalore,Cafe,8,4.6,Mid-range
REST0375,Bite Express Chennai,Chennai,Fast Food,11,4.7,Budget
REST0376,Shanghai Bites Delhi,Delhi,Chinese,19,4.7,Budget
REST0377,Tasty Chaat Corner Kolkata,Kolkata,Street Food,12,4.3,Mid-range
REST0378,Royal Tandoor Pune,Pune,North Indian,18,4.1,Budget
REST0379,Dum Delight Mumbai,Mumbai,Biryani,25,4.5,Budget
REST0380,Burger Hub Pune,Pune,Fast Food,12,4.7,Mid-range
REST0381,Coconut Grove Ahmedabad,Ahmedabad,South Indian,20,4.2,Budget
REST0382,Spice of Punjab Bangalore,Bangalore,North Indian,22,4.5,Mid-range
REST0383,Chaat Junction Delhi,Delhi,Street Food,13,4.4,Mid-range
REST0384,Bazaar Bites Ahmedabad,Ahmedabad,Street Food,15,4.6,Mid-range
REST0385,Quick Bites Ahmedabad,Ahmedabad,Fast Food,15,4.3,Budget
REST0386,Sugar Bliss Bangalore,Bangalore,Desserts,8,4.6,Premium
REST0387,Dum Delight Hyderabad,Hyderabad,Biryani,22,4.7,Budget
REST0388,Tuscany Table Mumbai,Mumbai,Italian,23,4.3,Mid-range
REST0389,Clean Plate Kitchen Delhi,Delhi,Healthy,16,3.9,Mid-range
REST0390,Bite Express Mumbai,Mumbai,Fast Food,11,4.5,Mid-range
REST0391,Hyderabadi Dum Biryani Delhi,Delhi,Biryani,25,4.3,Mid-range
REST0392,Urban Plate Bangalore,Bangalore,Continental,28,3.9,Mid-range
REST0393,Golden Crust Bakery Mumbai,Mumbai,Bakery,8,4.6,Premium
REST0394,Dragon Wok Ahmedabad,Ahmedabad,Chinese,17,4.4,Budget
REST0395,Madras Cafe Mumbai,Mumbai,South Indian,20,4.7,Premium
REST0396,Dum Delight Pune,Pune,Biryani,21,4.5,Budget
REST0397,Oriental Bowl Mumbai,Mumbai,Chinese,21,4.6,Budget
REST0398,Nawabi Biryani Mumbai,Mumbai,Biryani,20,3.7,Premium
REST0399,Daily Grind Cafe Bangalore,Bangalore,Cafe,5,4.4,Mid-range
REST0400,Coconut Grove Mumbai,Mumbai,South Indian,15,4.8,Mid-range
REST0401,Nawabi Biryani Kolkata,Kolkata,Biryani,21,4.2,Mid-range
REST0402,Coffee Corner Bangalore,Bangalore,Cafe,10,4.4,Premium
REST0403,Red Dragon Hyderabad,Hyderabad,Chinese,19,4.2,Budget
REST0404,Chennai Tiffin Bangalore,Bangalore,South Indian,15,4.7,Premium
REST0405,Biryani Junction Pune,Pune,Biryani,26,4.2,Budget
REST0406,Spice Street Bangalore,Bangalore,Street Food,16,4.3,Mid-range
REST0407,Mumbai Tiffin Mumbai,Mumbai,Street Food,15,4.5,Mid-range
REST0408,Bazaar Bites Mumbai,Mumbai,Street Food,14,4.4,Budget
REST0409,Dum Delight Hyderabad,Hyderabad,Biryani,25,4.0,Budget
REST0410,Napoli Pizzeria Bangalore,Bangalore,Italian,25,4.5,Mid-range
REST0411,Spice of Punjab Bangalore,Bangalore,North Indian,17,3.9,Budget
REST0412,Oriental Bowl Delhi,Delhi,Chinese,22,4.7,Premium
REST0413,Burger Hub Pune,Pune,Fast Food,10,4.8,Budget
REST0414,Hyderabadi Dum Biryani Delhi,Delhi,Biryani,28,4.3,Premium
REST0415,Royal Tandoor Delhi,Delhi,North Indian,21,4.7,Premium
REST0416,Chaat Junction Delhi,Delhi,Street Food,14,4.6,Premium
REST0417,Oriental Bowl Delhi,Delhi,Chinese,21,4.5,Budget
REST0418,Wholesome Bowl Chennai,Chennai,Healthy,16,4.6,Premium
REST0419,Chennai Tiffin Delhi,Delhi,South Indian,13,3.9,Budget
REST0420,Baker's Delight Mumbai,Mumbai,Bakery,8,4.1,Budget
REST0421,Wok Dynasty Bangalore,Bangalore,Chinese,18,4.5,Budget
REST0422,Biryani Express Delhi,Delhi,Biryani,26,4.0,Budget
REST0423,Roma Kitchen Chennai,Chennai,Italian,17,4.1,Mid-range
REST0424,Hyderabadi Dum Biryani Delhi,Delhi,Biryani,28,4.2,Mid-range
REST0425,Golden Panda Bangalore,Bangalore,Chinese,19,4.5,Premium
REST0426,Coconut Grove Bangalore,Bangalore,South Indian,17,4.6,Budget
REST0427,Dosa Plaza Hyderabad,Hyderabad,South Indian,19,4.5,Mid-range
REST0428,Fry Nation Hyderabad,Hyderabad,Fast Food,15,3.7,Mid-range
REST0429,Roma Kitchen Bangalore,Bangalore,Italian,18,4.3,Mid-range
REST0430,Royal Biryani House Pune,Pune,Biryani,20,4.3,Premium
REST0431,Wok Dynasty Bangalore,Bangalore,Chinese,21,4.8,Mid-range
REST0432,Fry Nation Chennai,Chennai,Fast Food,15,4.4,Mid-range
REST0433,Royal Biryani House Mumbai,Mumbai,Biryani,27,4.5,Premium
REST0434,Little Italy Pune,Pune,Italian,18,4.3,Premium
REST0435,Golden Crust Bakery Ahmedabad,Ahmedabad,Bakery,10,4.6,Budget
REST0436,Mumbai Tiffin Delhi,Delhi,Street Food,12,4.5,Mid-range
REST0437,Tuscany Table Hyderabad,Hyderabad,Italian,20,4.3,Mid-range
REST0438,Bella Pasta Chennai,Chennai,Italian,20,4.5,Mid-range
REST0439,Idli Express Mumbai,Mumbai,South Indian,16,4.4,Premium
REST0440,Coconut Grove Ahmedabad,Ahmedabad,South Indian,13,4.7,Budget
REST0441,Sugar Bliss Pune,Pune,Desserts,10,4.5,Premium
REST0442,Baker's Delight Pune,Pune,Bakery,8,4.2,Mid-range
REST0443,Fry Nation Delhi,Delhi,Fast Food,11,4.5,Mid-range
REST0444,Dum Delight Hyderabad,Hyderabad,Biryani,24,4.2,Mid-range
REST0445,Coffee Corner Hyderabad,Hyderabad,Cafe,6,4.3,Mid-range
REST0446,Biryani Junction Pune,Pune,Biryani,27,4.6,Premium
REST0447,Punjabi Tadka Bangalore,Bangalore,North Indian,22,4.5,Mid-range
REST0448,Royal Tandoor Bangalore,Bangalore,North Indian,23,4.3,Budget
REST0449,Maharaja Kitchen Delhi,Delhi,North Indian,24,4.0,Budget
REST0450,Maharaja Kitchen Mumbai,Mumbai,North Indian,23,4.4,Budget
REST0451,Sweet Crumbs Pune,Pune,Bakery,11,4.3,Budget
REST0452,Hyderabadi Dum Biryani Ahmedabad,Ahmedabad,Biryani,21,4.2,Budget
REST0453,Bean Cafe Mumbai,Mumbai,Cafe,10,4.7,Budget
REST0454,Bite Express Delhi,Delhi,Fast Food,15,3.9,Premium
REST0455,Amritsar Express Bangalore,Bangalore,North Indian,23,4.2,Mid-range
REST0456,Red Dragon Mumbai,Mumbai,Chinese,21,4.7,Mid-range
REST0457,Chennai Tiffin Mumbai,Mumbai,South Indian,18,4.2,Premium
REST0458,Cafe Aroma Mumbai,Mumbai,Cafe,6,4.1,Premium
REST0459,Dum Delight Chennai,Chennai,Biryani,27,4.2,Budget
REST0460,Punjabi Tadka Delhi,Delhi,North Indian,24,4.6,Budget
REST0461,Pizza Palace Delhi,Delhi,Italian,15,4.4,Budget
REST0462,Bazaar Bites Delhi,Delhi,Street Food,18,4.2,Budget
REST0463,Frosted Delights,Mumbai,Desserts,10,4.4,Premium
REST0464,Royal Biryani House Kolkata,Kolkata,Biryani,29,4.6,Mid-range
REST0465,Biryani Junction Delhi,Delhi,Biryani,20,4.2,Mid-range
REST0466,Hyderabadi Dum Biryani Mumbai,Mumbai,Biryani,27,4.1,Premium
REST0467,Spice of Punjab Chennai,Chennai,North Indian,23,4.5,Mid-range
REST0468,Velvet Desserts Delhi,Delhi,Desserts,10,4.3,Mid-range
REST0469,Brewed Awakening Hyderabad,Hyderabad,Cafe,5,4.1,Budget
REST0470,Bazaar Bites Chennai,Chennai,Street Food,18,4.2,Mid-range
REST0471,Spice Street Bangalore,Bangalore,Street Food,11,4.1,Mid-range
REST0472,Sweet Crumbs Bangalore,Bangalore,Bakery,9,4.5,Mid-range
REST0473,Nawabi Biryani Chennai,Chennai,Biryani,23,4.4,Mid-range
REST0474,Fry Nation Bangalore,Bangalore,Fast Food,12,4.7,Mid-range
REST0475,Lucky Dragon Ahmedabad,Ahmedabad,Chinese,16,4.6,Mid-range
REST0476,Fit Kitchen Kolkata,Kolkata,Healthy,19,4.1,Mid-range
REST0477,Desi Street Kitchen Delhi,Delhi,Street Food,18,4.0,Mid-range
REST0478,Bite Express Bangalore,Bangalore,Fast Food,10,4.0,Mid-range
REST0479,Coffee Corner Pune,Pune,Cafe,5,4.2,Premium
REST0480,Roma Kitchen Mumbai,Mumbai,Italian,15,4.6,Premium
REST0481,Lucky Dragon Chennai,Chennai,Chinese,19,4.8,Mid-range
REST0482,Bean Cafe Bangalore,Bangalore,Cafe,5,4.4,Budget
REST0483,Spice Street Chennai,Chennai,Street Food,13,4.1,Mid-range
REST0484,Creamy Treats Hyderabad,Hyderabad,Desserts,8,4.5,Premium
REST0485,Frosted Delights Hyderabad,Hyderabad,Desserts,9,4.6,Mid-range
REST0486,Oriental Bowl Delhi,Delhi,Chinese,22,4.7,Mid-range
REST0487,Bella Pasta Mumbai,Mumbai,Italian,21,4.3,Premium
REST0488,Nawabi Biryani Chennai,Chennai,Biryani,26,3.7,Mid-range
REST0489,Tasty Chaat Corner Chennai,Chennai,Street Food,14,3.6,Premium
REST0490,Classic Table,Kolkata,Continental,26,4.1,Mid-range
REST0491,Sugar Oven Ahmedabad,Ahmedabad,Bakery,9,4.3,Budget
REST0492,Bistro Central Ahmedabad,Ahmedabad,Continental,25,4.6,Mid-range
REST0493,Maharaja Kitchen Delhi,Delhi,North Indian,20,4.2,Budget
REST0494,Dragon Wok Chennai,Chennai,Chinese,20,4.6,Budget
REST0495,Pasta Fresca Hyderabad,Hyderabad,Italian,24,4.5,Premium
REST0496,Dosa Plaza Mumbai,Mumbai,South Indian,15,4.2,Budget
REST0497,Golden Panda Kolkata,Kolkata,Chinese,20,4.5,Premium
REST0498,Punjabi Tadka Mumbai,Mumbai,North Indian,18,4.4,Budget
REST0499,Oriental Bowl Hyderabad,Hyderabad,Chinese,20,4.6,Budget
REST0500,Pasta Fresca Delhi,Delhi,Italian,25,4.4,Mid-range
